uid,campaign,max_exposure,total_clicks,first_click,early_ctr,later_ctr,ctr_decline,fatigued,campaign_overall_ctr,campaign_total_impressions,hour_of_day,day_of_week,ctr_tier,fatigue_risk,risk_tier
8556714,14121532,7,3,1,0.5,0.4,0.09999999999999998,0,0.3767386800828647,3379,20,4,High CTR,0.29611105,Low Risk
8558597,23852344,6,1,1,0.5,0.0,0.5,1,0.3275862068965517,116,15,4,Medium CTR,0.27745324,Low Risk
8560218,6886817,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.4006532389765923,1837,9,0,High CTR,0.0785809,Low Risk
8560998,13661597,11,8,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3250388802488336,1286,8,6,Medium CTR,0.36683112,Medium Risk
8563436,24378636,9,5,0,0.0,0.7142857142857143,-0.7142857142857143,0,0.3019241652518393,3534,5,5,Low CTR,0.1624699,Low Risk
8568500,29389116,9,6,1,1.0,0.5714285714285714,0.4285714285714286,0,0.2571912013536379,1182,18,3,Low CTR,0.36248508,Medium Risk
8568886,32452111,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.3319703552261692,3913,14,0,Medium CTR,0.3430956,Medium Risk
8571325,15184511,7,6,1,1.0,0.8,0.19999999999999996,0,0.3249780123131046,6822,8,1,Medium CTR,0.3503978,Medium Risk
8572817,7061828,7,0,0,0.0,0.0,0.0,0,0.2826506024096386,4150,19,0,Low CTR,0.11040379,Low Risk
8575513,28351001,7,4,0,0.5,0.6,-0.09999999999999998,0,0.5881664716697309,5983,14,2,High CTR,0.12599243,Low Risk
8579262,17288254,10,2,0,0.0,0.25,-0.25,0,0.3479359730412805,1187,10,4,Medium CTR,0.13362326,Low Risk
8579435,15184511,18,13,0,0.5,0.75,-0.25,0,0.3249780123131046,6822,13,3,Medium CTR,0.107988454,Low Risk
8588388,7121544,12,6,0,0.0,0.6,-0.6,0,0.3454198473282442,3668,18,0,Medium CTR,0.09806243,Low Risk
8588536,6516505,7,1,1,0.5,0.0,0.5,1,0.3946902654867256,565,16,0,High CTR,0.26146278,Low Risk
8590805,9095251,9,8,1,1.0,0.8571428571428571,0.1428571428571429,0,0.6272912423625254,982,14,1,High CTR,0.16088758,Low Risk
8591538,2390251,10,1,0,0.0,0.125,-0.125,0,0.2702915681639086,1269,4,2,Low CTR,0.16241673,Low Risk
8595077,29427842,7,3,1,1.0,0.2,0.8,1,0.30653990204552,6942,10,0,Medium CTR,0.3238822,Medium Risk
8599548,22419532,6,1,0,0.0,0.25,-0.25,0,0.2740683229813664,1288,7,5,Low CTR,0.14150943,Low Risk
8599928,15073876,5,0,0,0.0,0.0,0.0,0,0.3073106185908038,3023,8,5,Medium CTR,0.116337515,Low Risk
8601352,28351001,23,23,1,1.0,1.0,0.0,0,0.5881664716697309,5983,15,1,High CTR,0.22081123,Low Risk
8606321,497593,9,7,1,1.0,0.7142857142857143,0.2857142857142857,0,0.3965014577259475,5831,23,4,High CTR,0.3939959,Medium Risk
8612086,26998428,5,0,0,0.0,0.0,0.0,0,0.3056426332288401,2552,19,5,Low CTR,0.13707149,Low Risk
8615402,15398570,25,14,1,1.0,0.5217391304347826,0.4782608695652174,0,0.3327908089995213,10445,19,0,Medium CTR,0.27301252,Low Risk
8615428,15398570,8,3,0,0.5,0.3333333333333333,0.16666666666666669,0,0.3327908089995213,10445,10,5,Medium CTR,0.10834781,Low Risk
8620535,30491418,6,3,0,0.5,0.5,0.0,0,0.3651655861223059,5707,23,4,Medium CTR,0.20235226,Low Risk
8621043,32323516,5,1,0,0.5,0.0,0.5,1,0.2647887323943662,3550,20,0,Low CTR,0.08698332,Low Risk
8622265,3144706,6,3,0,0.0,0.75,-0.75,0,0.3051742344244984,947,15,4,Low CTR,0.13507101,Low Risk
8627094,3466867,7,3,1,1.0,0.2,0.8,1,0.3922077922077922,385,3,1,High CTR,0.276643,Low Risk
8631240,8980584,11,5,1,0.5,0.4444444444444444,0.05555555555555558,0,0.3288590604026846,1043,18,0,Medium CTR,0.30954006,Medium Risk
8631979,24316983,10,2,0,0.5,0.125,0.375,1,0.41101152368758,781,7,1,High CTR,0.09575108,Low Risk
8632402,3073302,6,2,0,0.5,0.25,0.25,0,0.2574257425742574,303,21,0,Low CTR,0.10189303,Low Risk
8632924,12843318,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.4815864022662889,1412,14,1,High CTR,0.23004009,Low Risk
8632960,22496144,6,5,1,1.0,0.75,0.25,0,0.3125,96,20,4,Medium CTR,0.43049347,Medium Risk
8641384,26852338,24,14,1,1.0,0.5454545454545454,0.4545454545454546,0,0.2024367385192127,3201,7,0,Low CTR,0.498247,Medium Risk
8643558,5474094,5,0,0,0.0,0.0,0.0,0,0.2741935483870967,62,19,6,Low CTR,0.16128331,Low Risk
8644373,18898397,10,3,0,0.0,0.375,-0.375,0,0.2895005096839959,981,16,0,Low CTR,0.118529625,Low Risk
8650327,32137193,8,1,0,0.0,0.16666666666666666,-0.16666666666666666,0,0.3100775193798449,129,21,0,Medium CTR,0.093677334,Low Risk
8650709,14661605,5,0,0,0.0,0.0,0.0,0,0.3218811602365531,3551,14,5,Medium CTR,0.11179976,Low Risk
8652315,5281156,11,4,1,0.5,0.3333333333333333,0.16666666666666669,0,0.2604166666666667,1440,19,3,Low CTR,0.34161592,Medium Risk
8652344,27321366,5,1,1,0.5,0.0,0.5,1,0.3404680365296804,3504,19,0,Medium CTR,0.34537524,Medium Risk
8652756,12843317,10,8,1,1.0,0.75,0.25,0,0.4749679075738126,779,20,1,High CTR,0.17216574,Low Risk
8657217,3139444,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.2567567567567567,148,9,4,Low CTR,0.15319906,Low Risk
8657931,10341182,14,13,1,1.0,0.9166666666666666,0.08333333333333337,0,0.4099080091146932,11849,20,3,High CTR,0.30265868,Medium Risk
8658329,31772643,6,4,0,0.0,1.0,-1.0,0,0.446255335661622,5154,13,5,High CTR,0.0948293,Low Risk
8664129,7121544,10,2,0,0.0,0.25,-0.25,0,0.3454198473282442,3668,14,3,Medium CTR,0.10924748,Low Risk
8672058,4800911,9,3,0,0.0,0.42857142857142855,-0.42857142857142855,0,0.4072327044025157,636,15,5,High CTR,0.11743756,Low Risk
8675026,16184517,8,1,0,0.0,0.16666666666666666,-0.16666666666666666,0,0.2247873633049817,1646,14,1,Low CTR,0.10265782,Low Risk
8681618,6686701,6,2,1,0.5,0.25,0.25,0,0.3614945702190318,5433,19,3,Medium CTR,0.29768753,Low Risk
8682996,29389116,19,0,0,0.0,0.0,0.0,0,0.2571912013536379,1182,5,0,Low CTR,0.09713054,Low Risk
8682996,31129938,8,1,0,0.0,0.16666666666666666,-0.16666666666666666,0,0.2523510971786833,638,11,1,Low CTR,0.12309391,Low Risk
8685443,787943,7,2,0,0.5,0.2,0.3,1,0.2684931506849315,1095,17,0,Low CTR,0.12078947,Low Risk
8690401,804100,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.25626204238921,519,11,0,Low CTR,0.087860286,Low Risk
8692270,11959615,11,9,1,0.5,0.8888888888888888,-0.38888888888888884,0,0.6377063423110338,1151,8,0,High CTR,0.14574283,Low Risk
8693740,18975823,8,1,0,0.0,0.16666666666666666,-0.16666666666666666,0,0.4395967868955741,6349,15,4,High CTR,0.13726516,Low Risk
8694549,25998433,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.300768386388584,911,12,1,Low CTR,0.10697023,Low Risk
8695213,25920690,14,11,1,1.0,0.75,0.25,0,0.5263157894736842,1672,9,3,High CTR,0.21034467,Low Risk
8696385,4814007,7,5,1,1.0,0.6,0.4,0,0.3121951219512195,1435,17,3,Medium CTR,0.39816183,Medium Risk
8696385,25419531,5,3,0,0.0,1.0,-1.0,0,0.32,1675,19,0,Medium CTR,0.102164745,Low Risk
8700261,14289571,10,3,0,0.5,0.25,0.25,0,0.2526052521884118,2399,15,1,Low CTR,0.105374046,Low Risk
8702828,12121528,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.3713027061044682,1589,19,5,High CTR,0.29973438,Low Risk
8704420,24378636,6,2,1,1.0,0.0,1.0,1,0.3019241652518393,3534,19,0,Low CTR,0.36531404,Medium Risk
8705404,5743167,26,1,1,0.5,0.0,0.5,1,0.3278688524590163,183,15,0,Medium CTR,0.31174067,Medium Risk
8705404,8403843,39,7,0,0.0,0.1891891891891892,-0.1891891891891892,0,0.2568306010928962,183,12,1,Low CTR,0.12652048,Low Risk
8705404,11321105,18,2,0,0.0,0.125,-0.125,0,0.2757201646090535,972,20,1,Low CTR,0.15948494,Low Risk
8705404,23852329,29,5,1,0.5,0.14814814814814814,0.35185185185185186,1,0.2797527047913447,3235,19,2,Low CTR,0.34745017,Medium Risk
8705404,26091099,6,1,1,0.5,0.0,0.5,1,0.2959183673469387,392,22,0,Low CTR,0.32471433,Medium Risk
8705404,26998428,8,0,0,0.0,0.0,0.0,0,0.3056426332288401,2552,14,3,Low CTR,0.10910033,Low Risk
8705404,29427842,9,2,0,0.5,0.14285714285714285,0.35714285714285715,1,0.30653990204552,6942,19,1,Medium CTR,0.12701544,Low Risk
8705736,9100689,5,4,1,0.5,1.0,-0.5,0,0.3616504854368932,1648,16,0,Medium CTR,0.30813372,Medium Risk
8707302,17288254,11,9,1,1.0,0.7777777777777778,0.2222222222222222,0,0.3479359730412805,1187,13,3,Medium CTR,0.3739826,Medium Risk
8709361,17686799,8,2,1,1.0,0.0,1.0,1,0.2946739671478347,12054,11,5,Low CTR,0.4042013,Medium Risk
8709673,12843318,6,5,0,0.5,1.0,-0.5,0,0.4815864022662889,1412,2,1,High CTR,0.09052294,Low Risk
8711068,9106407,5,1,1,0.5,0.0,0.5,1,0.2641242937853107,708,18,4,Low CTR,0.3978677,Medium Risk
8711690,6336377,12,8,1,0.5,0.7,-0.19999999999999996,0,0.3409742120343839,349,3,6,Medium CTR,0.271949,Low Risk
8712057,6686704,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.3273403595784253,1613,19,4,Medium CTR,0.34379557,Medium Risk
8712268,6228543,5,1,1,0.5,0.0,0.5,1,0.2691867124856815,873,9,1,Low CTR,0.5102167,High Risk
8718010,8980571,6,2,0,0.5,0.25,0.25,0,0.3640406607369759,1574,10,5,Medium CTR,0.113403186,Low Risk
8719148,32009848,5,1,0,0.5,0.0,0.5,1,0.2164141414141414,3960,6,4,Low CTR,0.15038814,Low Risk
8727050,10341182,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.4099080091146932,11849,4,0,High CTR,0.24877691,Low Risk
8727050,30752994,9,6,0,0.5,0.7142857142857143,-0.2142857142857143,0,0.3781965006729475,1486,4,0,High CTR,0.117085665,Low Risk
8729606,19602309,6,3,1,1.0,0.25,0.75,1,0.3251908396946565,3930,22,1,Medium CTR,0.3293564,Medium Risk
8730469,10341182,6,0,0,0.0,0.0,0.0,0,0.4099080091146932,11849,20,0,High CTR,0.13571657,Low Risk
8735955,28874676,9,3,1,0.5,0.2857142857142857,0.2142857142857143,0,0.3186490455212922,1362,7,0,Medium CTR,0.3618173,Medium Risk
8738236,28739284,9,1,0,0.0,0.14285714285714285,-0.14285714285714285,0,0.343026706231454,1685,13,2,Medium CTR,0.10026281,Low Risk
8742951,24378636,9,7,1,1.0,0.7142857142857143,0.2857142857142857,0,0.3019241652518393,3534,21,1,Low CTR,0.3583628,Medium Risk
8743424,23817046,5,1,1,0.5,0.0,0.5,1,0.3949640287769784,2780,11,3,High CTR,0.33375144,Medium Risk
8744000,20496139,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.1403508771929824,171,13,0,Low CTR,0.05377166,Low Risk
8744000,31772643,6,4,1,0.5,0.75,-0.25,0,0.446255335661622,5154,14,6,High CTR,0.35187164,Medium Risk
8744209,8500299,24,7,1,0.5,0.2727272727272727,0.2272727272727273,0,0.4819672131147541,305,11,0,High CTR,0.14926687,Low Risk
8745371,21257831,9,2,1,0.5,0.14285714285714285,0.35714285714285715,1,0.3447619047619047,525,9,4,Medium CTR,0.4469444,Medium Risk
8745494,6228543,9,3,0,0.0,0.42857142857142855,-0.42857142857142855,0,0.2691867124856815,873,22,4,Low CTR,0.19384274,Low Risk
8747426,30368132,7,3,0,0.0,0.6,-0.6,0,0.3061855670103093,1940,9,6,Low CTR,0.123108916,Low Risk
8748686,2736605,5,1,1,0.5,0.0,0.5,1,0.4117647058823529,1071,20,1,High CTR,0.24093218,Low Risk
8752471,5281156,6,4,1,0.5,0.75,-0.25,0,0.2604166666666667,1440,5,6,Low CTR,0.4629672,Medium Risk
8752471,8214946,7,7,1,1.0,1.0,0.0,0,0.3519163763066202,287,15,4,Medium CTR,0.34360912,Medium Risk
8754185,5442463,6,1,0,0.0,0.25,-0.25,0,0.2583586626139817,329,12,0,Low CTR,0.08265742,Low Risk
8756541,18975823,7,2,1,1.0,0.0,1.0,1,0.4395967868955741,6349,15,3,High CTR,0.332768,Medium Risk
8757497,10474106,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.5068928950159067,943,18,4,High CTR,0.18987487,Low Risk
8760094,31084986,9,2,0,0.5,0.14285714285714285,0.35714285714285715,1,0.3989361702127659,188,22,1,High CTR,0.1128473,Low Risk
8760622,17435335,7,1,0,0.0,0.2,-0.2,0,0.2666666666666666,255,9,6,Low CTR,0.18004864,Low Risk
8763363,15398570,6,3,0,0.0,0.75,-0.75,0,0.3327908089995213,10445,8,2,Medium CTR,0.099541456,Low Risk
8764441,497593,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.3965014577259475,5831,9,0,High CTR,0.2742418,Low Risk
8765422,13661605,9,1,0,0.0,0.14285714285714285,-0.14285714285714285,0,0.2501599488163787,1563,17,0,Low CTR,0.10388407,Low Risk
8767366,18898397,5,2,1,1.0,0.0,1.0,1,0.2895005096839959,981,9,0,Low CTR,0.41067553,Medium Risk
8769749,30491418,6,3,1,1.0,0.25,0.75,1,0.3651655861223059,5707,15,1,Medium CTR,0.34370786,Medium Risk
8770122,27118781,11,2,0,0.0,0.2222222222222222,-0.2222222222222222,0,0.3483691880638445,1441,4,1,Medium CTR,0.1330808,Low Risk
8774166,8980571,8,7,1,1.0,0.8333333333333334,0.16666666666666663,0,0.3640406607369759,1574,3,5,Medium CTR,0.2557754,Low Risk
8774847,18975823,17,7,1,0.5,0.4,0.09999999999999998,0,0.4395967868955741,6349,20,4,High CTR,0.306397,Medium Risk
8777710,28351001,5,5,1,1.0,1.0,0.0,0,0.5881664716697309,5983,19,4,High CTR,0.18329386,Low Risk
8777710,28389117,6,0,0,0.0,0.0,0.0,0,0.4114077669902912,824,21,1,High CTR,0.07805605,Low Risk
8779330,14661605,12,10,1,1.0,0.8,0.19999999999999996,0,0.3218811602365531,3551,8,1,Medium CTR,0.4154743,Medium Risk
8783305,13661597,5,2,1,1.0,0.0,1.0,1,0.3250388802488336,1286,13,3,Medium CTR,0.37949103,Medium Risk
8783305,14289571,8,5,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.2526052521884118,2399,12,3,Low CTR,0.47368148,Medium Risk
8790185,15398570,7,3,0,0.0,0.6,-0.6,0,0.3327908089995213,10445,4,0,Medium CTR,0.09885291,Low Risk
8790200,30881002,7,1,1,0.5,0.0,0.5,1,0.2419627749576988,591,9,0,Low CTR,0.563203,High Risk
8790552,27321366,6,2,0,0.0,0.5,-0.5,0,0.3404680365296804,3504,15,3,Medium CTR,0.12090135,Low Risk
8791065,10341182,8,5,0,0.5,0.6666666666666666,-0.16666666666666663,0,0.4099080091146932,11849,13,2,High CTR,0.11509879,Low Risk
8791228,13422843,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3573148705599037,3322,7,5,Medium CTR,0.11209547,Low Risk
8792312,1632450,6,2,1,1.0,0.0,1.0,1,0.3195876288659793,194,18,4,Medium CTR,0.3672198,Medium Risk
8799339,15398570,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.3327908089995213,10445,5,5,Medium CTR,0.35877258,Medium Risk
8810871,18975823,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.4395967868955741,6349,18,4,High CTR,0.3140515,Medium Risk
8814472,5867090,12,3,0,0.0,0.3,-0.3,0,0.2565543071161049,1602,19,3,Low CTR,0.114690475,Low Risk
8815538,17686799,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.2946739671478347,12054,11,2,Low CTR,0.3876453,Medium Risk
8819162,21294794,9,5,1,0.5,0.5714285714285714,-0.0714285714285714,0,0.3874425727411945,1306,15,1,High CTR,0.33991674,Medium Risk
8820476,19530182,5,1,1,0.5,0.0,0.5,1,0.4053676265026558,3577,20,0,High CTR,0.24573404,Low Risk
8825220,23817046,7,5,1,0.5,0.8,-0.30000000000000004,0,0.3949640287769784,2780,12,2,High CTR,0.33375144,Medium Risk
8826795,9106407,6,1,0,0.0,0.25,-0.25,0,0.2641242937853107,708,18,5,Low CTR,0.12506281,Low Risk
8827105,32323516,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.2647887323943662,3550,20,2,Low CTR,0.09643831,Low Risk
8827922,21294794,10,5,1,1.0,0.375,0.625,1,0.3874425727411945,1306,12,1,High CTR,0.33991674,Medium Risk
8828908,32452111,7,0,0,0.0,0.0,0.0,0,0.3319703552261692,3913,13,2,Medium CTR,0.10477467,Low Risk
8832694,11938638,10,8,1,0.5,0.875,-0.375,0,0.2394881170018281,1094,20,6,Low CTR,0.55319107,High Risk
8832707,20817326,6,0,0,0.0,0.0,0.0,0,0.3663282571912014,1182,14,0,High CTR,0.090441085,Low Risk
8835442,15398570,22,2,1,0.5,0.05,0.45,1,0.3327908089995213,10445,19,1,Medium CTR,0.3019369,Medium Risk
8836879,13661597,21,13,1,1.0,0.5789473684210527,0.42105263157894735,0,0.3250388802488336,1286,12,3,Medium CTR,0.37949103,Medium Risk
8838361,15398570,10,7,1,1.0,0.625,0.375,0,0.3327908089995213,10445,8,5,Medium CTR,0.34369832,Medium Risk
8838711,7061828,10,3,0,0.5,0.25,0.25,0,0.2826506024096386,4150,21,0,Low CTR,0.11565779,Low Risk
8839275,24526835,5,1,1,0.5,0.0,0.5,1,0.2676767676767677,198,15,4,Low CTR,0.5240127,High Risk
8842058,24843272,7,1,1,0.5,0.0,0.5,1,0.2675438596491228,456,13,5,Low CTR,0.52654505,High Risk
8842166,26852338,19,14,1,0.5,0.7647058823529411,-0.2647058823529411,0,0.2024367385192127,3201,21,2,Low CTR,0.475364,Medium Risk
8845551,30491418,43,20,0,0.0,0.4878048780487805,-0.4878048780487805,0,0.3651655861223059,5707,11,1,Medium CTR,0.13041475,Low Risk
8847477,18095238,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.2329227323628219,893,10,1,Low CTR,0.1244382,Low Risk
8850345,22589171,6,0,0,0.0,0.0,0.0,0,0.1707746478873239,568,10,2,Low CTR,0.11988616,Low Risk
8850710,28795042,6,5,1,1.0,0.75,0.25,0,0.2601381796335236,3329,16,1,Low CTR,0.44087,Medium Risk
8851272,24045154,13,1,0,0.0,0.09090909090909091,-0.09090909090909091,0,0.3303964757709251,227,11,6,Medium CTR,0.1488654,Low Risk
8852459,26998428,7,5,0,0.5,0.8,-0.30000000000000004,0,0.3056426332288401,2552,13,6,Low CTR,0.12516244,Low Risk
8857442,30801593,7,4,0,0.0,0.8,-0.8,0,0.3822437910362546,14012,11,1,High CTR,0.12019208,Low Risk
8864582,31772643,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.446255335661622,5154,17,3,High CTR,0.31936756,Medium Risk
8867943,25920690,8,7,1,1.0,0.8333333333333334,0.16666666666666663,0,0.5263157894736842,1672,16,3,High CTR,0.21349992,Low Risk
8878547,17686799,6,5,1,1.0,0.75,0.25,0,0.2946739671478347,12054,17,3,Low CTR,0.36497527,Medium Risk
8883684,32452111,6,4,0,0.5,0.75,-0.25,0,0.3319703552261692,3913,9,4,Medium CTR,0.127913,Low Risk
8883909,10341182,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.4099080091146932,11849,18,4,High CTR,0.27829304,Low Risk
8886490,8403848,6,0,0,0.0,0.0,0.0,0,0.2827506723011909,2603,1,1,Low CTR,0.0761549,Low Risk
8886581,30801593,6,4,1,0.5,0.75,-0.25,0,0.3822437910362546,14012,1,2,High CTR,0.2946461,Low Risk
8889178,10341182,6,2,0,0.0,0.5,-0.5,0,0.4099080091146932,11849,18,1,High CTR,0.10761244,Low Risk
8889372,7828339,8,1,1,0.5,0.0,0.5,1,0.2512315270935961,203,20,1,Low CTR,0.3660466,Medium Risk
8894769,18975823,10,1,1,0.5,0.0,0.5,1,0.4395967868955741,6349,13,1,High CTR,0.332768,Medium Risk
8896361,16184517,15,4,0,0.5,0.23076923076923078,0.2692307692307692,1,0.2247873633049817,1646,9,0,Low CTR,0.080648325,Low Risk
8899013,31772643,11,3,1,0.5,0.2222222222222222,0.2777777777777778,1,0.446255335661622,5154,12,0,High CTR,0.32417876,Medium Risk
8902657,497593,16,5,0,0.0,0.35714285714285715,-0.35714285714285715,0,0.3965014577259475,5831,13,1,High CTR,0.121410795,Low Risk
8903623,14104561,6,2,1,0.5,0.25,0.25,0,0.2536443148688047,343,23,0,Low CTR,0.37129408,Medium Risk
8905798,13576407,9,1,1,0.5,0.0,0.5,1,0.2487623762376237,808,0,4,Low CTR,0.22980666,Low Risk
8907402,946549,6,5,1,0.5,1.0,-0.5,0,0.304054054054054,592,5,5,Low CTR,0.45908743,Medium Risk
8908160,83677,8,4,1,1.0,0.3333333333333333,0.6666666666666667,1,0.2552514322087842,1571,15,6,Low CTR,0.5298236,High Risk
8908395,2953716,5,5,1,1.0,1.0,0.0,0,0.3656307129798903,1094,12,4,High CTR,0.370507,Medium Risk
8909010,4828346,5,0,0,0.0,0.0,0.0,0,0.2396825396825397,1260,21,4,Low CTR,0.20582443,Low Risk
8909223,8980585,6,2,0,0.5,0.25,0.25,0,0.3178807947019867,1208,19,5,Medium CTR,0.14183198,Low Risk
8909537,7061828,6,4,1,1.0,0.5,0.5,0,0.2826506024096386,4150,17,5,Low CTR,0.41710013,Medium Risk
8909537,17686795,6,3,1,0.5,0.5,0.0,0,0.264026402640264,303,17,6,Low CTR,0.50544494,High Risk
8910554,18975823,13,8,1,1.0,0.5454545454545454,0.4545454545454546,0,0.4395967868955741,6349,9,4,High CTR,0.32256687,Medium Risk
8915319,27684173,32,17,0,0.5,0.5333333333333333,-0.033333333333333326,0,0.2658227848101265,395,17,3,Low CTR,0.15162852,Low Risk
8923195,32398755,17,14,1,0.5,0.8666666666666667,-0.3666666666666667,0,0.4148397976391231,593,13,0,High CTR,0.303979,Medium Risk
8926641,10341182,7,0,0,0.0,0.0,0.0,0,0.4099080091146932,11849,19,0,High CTR,0.100228325,Low Risk
8927018,15654890,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3243838028169014,2272,12,3,Medium CTR,0.36947802,Medium Risk
8928957,28351001,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.5881664716697309,5983,9,1,High CTR,0.1226553,Low Risk
8929660,2736605,18,10,1,1.0,0.5,0.5,0,0.4117647058823529,1071,15,3,High CTR,0.3121442,Medium Risk
8929660,7121544,6,3,1,1.0,0.25,0.75,1,0.3454198473282442,3668,7,1,Medium CTR,0.36410785,Medium Risk
8929787,13289562,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.2881866064710308,1329,20,6,Low CTR,0.38011777,Medium Risk
8931445,26852339,7,1,0,0.0,0.2,-0.2,0,0.202249938860357,4089,19,5,Low CTR,0.15826942,Low Risk
8931581,5700346,8,0,0,0.0,0.0,0.0,0,0.3056872037914692,422,13,2,Low CTR,0.1133123,Low Risk
8932416,15073876,6,3,0,0.0,0.75,-0.75,0,0.3073106185908038,3023,11,0,Medium CTR,0.08274009,Low Risk
8933594,20097969,6,0,0,0.0,0.0,0.0,0,0.2531645569620253,632,13,0,Low CTR,0.08003909,Low Risk
8936549,19602309,6,6,1,1.0,1.0,0.0,0,0.3251908396946565,3930,13,1,Medium CTR,0.37387115,Medium Risk
8936849,26389107,5,1,1,0.5,0.0,0.5,1,0.1715542521994134,1364,19,4,Low CTR,0.6160124,High Risk
8938720,5686703,6,0,0,0.0,0.0,0.0,0,0.356539035305818,2011,7,0,Medium CTR,0.07944561,Low Risk
8938720,26389107,5,0,0,0.0,0.0,0.0,0,0.1715542521994134,1364,16,4,Low CTR,0.1810852,Low Risk
8949886,30801593,18,2,0,0.0,0.125,-0.125,0,0.3822437910362546,14012,6,0,High CTR,0.16734813,Low Risk
8952464,15398570,8,6,0,0.5,0.8333333333333334,-0.33333333333333337,0,0.3327908089995213,10445,12,5,Medium CTR,0.10317221,Low Risk
8956875,18975823,6,3,1,0.5,0.5,0.0,0,0.4395967868955741,6349,11,3,High CTR,0.332768,Medium Risk
8957290,5061834,5,2,1,1.0,0.0,1.0,1,0.2671499107049059,9519,14,4,Low CTR,0.4994904,Medium Risk
8959451,9100693,8,3,0,0.5,0.3333333333333333,0.16666666666666669,0,0.3554858934169279,3190,17,1,Medium CTR,0.12907678,Low Risk
8960798,30881002,18,10,1,1.0,0.5,0.5,0,0.2419627749576988,591,9,1,Low CTR,0.607333,High Risk
8962698,2953716,8,0,0,0.0,0.0,0.0,0,0.3656307129798903,1094,13,5,High CTR,0.13119434,Low Risk
8962785,15398570,23,19,1,0.5,0.8571428571428571,-0.3571428571428571,0,0.3327908089995213,10445,11,0,Medium CTR,0.27812028,Low Risk
8963167,10341182,8,3,0,0.0,0.5,-0.5,0,0.4099080091146932,11849,18,3,High CTR,0.12917653,Low Risk
8963277,14466837,11,3,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3543307086614173,254,7,0,Medium CTR,0.08922244,Low Risk
8965116,15398570,12,1,0,0.0,0.1,-0.1,0,0.3327908089995213,10445,22,3,Medium CTR,0.13674454,Low Risk
8966548,32452111,7,7,1,1.0,1.0,0.0,0,0.3319703552261692,3913,19,2,Medium CTR,0.32882255,Medium Risk
8967461,28351001,15,13,1,0.5,0.9230769230769231,-0.42307692307692313,0,0.5881664716697309,5983,9,0,High CTR,0.17191254,Low Risk
8969412,15398570,7,3,1,1.0,0.2,0.8,1,0.3327908089995213,10445,18,1,Medium CTR,0.28571078,Low Risk
8973081,15746419,30,16,0,0.0,0.5714285714285714,-0.5714285714285714,0,0.3780945236309077,1333,19,0,High CTR,0.08621898,Low Risk
8975454,8867068,5,5,1,1.0,1.0,0.0,0,0.323321554770318,1132,16,0,Medium CTR,0.34690785,Medium Risk
8975925,19602309,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3251908396946565,3930,16,2,Medium CTR,0.37387115,Medium Risk
8975947,15654897,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.4100856327307326,1051,18,1,High CTR,0.27571005,Low Risk
8976468,23330022,6,1,0,0.0,0.25,-0.25,0,0.1314741035856573,251,14,2,Low CTR,0.08223217,Low Risk
8976938,27614018,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3797054009819967,611,13,6,High CTR,0.40818232,Medium Risk
8983405,15398570,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.3327908089995213,10445,2,3,Medium CTR,0.2872011,Low Risk
8984616,30801593,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3822437910362546,14012,15,0,High CTR,0.26221836,Low Risk
8985330,13947793,5,1,0,0.5,0.0,0.5,1,0.3475298126064736,587,13,0,Medium CTR,0.07571069,Low Risk
8986709,27321366,7,7,1,1.0,1.0,0.0,0,0.3404680365296804,3504,10,5,Medium CTR,0.40453383,Medium Risk
